# BOSCH-DARAB extract file created 30.01.2026 19:59:50
#
# Data from source file "C:\Bosch\WinDarab\Data\DataFiles\FK07_10_12_2025 Outing 34 SCCA AutoX.bmsbin"
# where 0.000 <= xtime <= 4890.020
# 
xtime    [s]	xdist    [m]	az       [g]	Coolant_Temperature[°C]	Engine_Speed[rpm]	Fuel_Pressure[kPa]	gps_speed[km/h]	lapdist  [m]	laptime  [s]	str_whl_angle[°]	Throttle_Position[%]
       1435.400	         1702.8	       0.959020	           86.0	           1898	          350.1	           8.78	          313.8	        315.403	         242.90	           17.9
       1435.500	         1702.9	       0.988464	           86.0	           1954	          349.3	           8.60	          313.8	        315.503	         242.95	           17.9
       1435.600	         1703.2	       1.021987	           86.0	           2019	          350.7	           8.35	          314.2	        315.603	         243.00	           18.1
       1435.700	         1703.3	       0.994837	           86.1	           1904	          349.6	           7.71	          314.2	        315.703	         243.05	           18.3
       1435.800	         1703.7	       0.991906	           86.1	           1690	          348.4	           7.12	          314.6	        315.803	         243.25	           18.2
       1435.900	         1704.3	       1.013830	           86.1	           1948	          346.8	           6.96	          315.3	        315.903	         243.25	           18.2
       1436.000	         1704.8	       1.010771	           86.1	           1947	          348.8	           6.17	          315.7	        316.003	         243.43	           18.2
       1436.100	         1704.8	       0.986552	           86.0	           1835	          348.3	           6.05	          315.7	        316.103	         243.40	           18.2
       1436.200	         1705.2	       1.010771	           86.0	           1703	          346.2	           6.17	          316.1	        316.203	         243.45	           18.3
       1436.300	         1705.2	       0.997897	           86.1	           1947	          346.4	           6.04	          316.2	        316.303	         243.38	           18.3
       1436.400	         1705.2	       0.972021	           86.1	           1680	          346.8	           5.53	          316.2	        316.403	         243.40	           18.4
       1436.500	         1705.6	       1.000064	           86.0	           1817	          347.7	           5.57	          316.5	        316.503	         243.35	           18.5
       1436.600	         1705.7	       1.004780	           86.0	           1733	          348.3	           5.58	          316.6	        316.603	         243.40	           18.5
       1436.700	         1706.0	       1.004270	           86.0	           1829	          347.7	           5.55	          317.0	        316.703	         243.43	           18.5
       1436.800	         1706.1	       1.009241	           86.0	           1993	          347.2	           5.43	          317.0	        316.803	         243.43	           18.5
       1436.900	         1706.1	       0.994328	           86.0	           1708	          348.3	           5.54	          317.0	        316.903	         243.40	           18.5
       1437.000	         1706.5	       1.024919	           86.0	           1808	          350.0	           5.76	          317.4	        317.003	         243.40	           18.6
       1437.100	         1706.5	       0.966413	           86.0	           1931	          350.3	           5.90	          317.5	        317.103	         243.35	           18.7
       1437.200	         1706.5	       1.018164	           86.0	           1712	          349.7	           5.76	          317.5	        317.203	         243.25	           18.8
       1437.300	         1706.9	       0.991523	           86.0	           1805	          350.1	           5.63	          317.8	        317.303	         243.30	           18.8
       1437.400	         1707.5	       0.997897	           86.0	           1651	          349.0	           5.69	          318.5	        317.403	         239.18	           18.9
       1437.500	         1708.0	       1.013192	           86.0	           1752	          349.6	           5.89	          318.9	        317.503	         230.32	           18.9
       1437.600	         1708.0	       0.990121	           86.0	           1677	          350.1	           6.07	          319.0	        317.603	         220.03	           19.0
       1437.700	         1708.4	       1.000828	           85.9	           1797	          347.9	           5.87	          319.4	        317.703	         208.55	           18.8
       1437.800	         1708.5	       0.909308	           85.9	           2466	          350.2	           5.66	          319.4	        317.803	         201.27	           17.9
       1437.900	         1708.5	       0.940282	           85.9	           1806	          350.1	           6.60	          319.4	        317.903	         198.68	           18.3
       1438.000	         1708.8	       1.047480	           85.9	           2395	          349.1	           7.67	          319.8	        318.003	         201.88	           16.8
       1438.100	         1708.9	       0.911603	           85.9	           2518	          349.7	           7.09	          319.8	        318.103	         208.32	           19.5
       1438.200	         1709.3	       0.942577	           85.9	           1855	          349.4	           8.25	          320.2	        318.203	         214.35	           17.6
       1438.300	         1709.3	       1.025174	           86.0	           1818	          349.8	           8.71	          320.3	        318.303	         218.15	           17.9
       1438.400	         1709.7	       1.055001	           86.0	           1897	          351.1	           7.83	          320.6	        318.403	         218.45	           17.9
       1438.500	         1709.7	       0.963226	           85.9	           1966	          347.8	           7.66	          320.7	        318.503	         218.77	           17.9
       1438.600	         1710.1	       1.036646	           85.9	           1884	          347.9	           7.93	          321.1	        318.603	         224.68	           18.0
       1438.700	         1710.2	       0.997642	           86.0	           1819	          350.4	           7.59	          321.1	        318.703	         236.65	           18.0
       1438.800	         1710.6	       1.007966	           86.0	           1774	          351.1	           7.44	          321.5	        318.803	         251.65	           18.0
       1438.900	         1711.2	       0.984385	           85.9	           1888	          346.2	           7.24	          322.1	        318.903	         262.93	           18.0
       1439.000	         1711.7	       1.023517	           85.9	           1679	          347.5	           7.07	          322.6	        319.003	         273.02	           18.0
       1439.100	         1711.7	       1.028106	           86.0	           1897	          347.4	           6.75	          322.7	        319.103	         281.88	           18.0
       1439.200	         1712.1	       0.966158	           86.0	           1783	          347.2	           6.57	          323.0	        319.203	         291.58	           18.0
       1439.300	         1712.1	       1.041490	           86.0	           1758	          348.6	           6.37	          323.1	        319.303	         293.35	           18.0
       1439.400	         1712.1	       0.994328	           86.0	           1658	          348.2	           6.30	          323.1	        319.403	         293.90	           18.0
       1439.500	         1712.1	       1.002995	           86.0	           1814	          349.7	           5.87	          323.1	        319.503	         293.90	           18.0
       1439.600	         1712.9	       1.016634	           86.0	           2003	          349.9	           5.58	          323.8	        319.603	         293.48	           18.0
       1439.700	         1713.0	       0.989356	           86.0	           1820	          350.4	           5.60	          324.0	        319.703	         291.40	           17.9
       1439.800	         1713.0	       1.013575	           86.0	           1608	          348.6	           5.27	          324.0	        319.803	         280.02	           18.0
       1439.900	         1713.1	       1.010643	           86.0	           1777	          351.0	           4.97	          324.1	        319.903	         255.43	           17.9
       1440.000	         1713.5	       1.026704	           86.0	           2049	          351.4	           5.05	          324.4	        320.003	         224.35	           18.0
       1440.100	         1713.5	       1.021605	           86.1	           1887	          347.6	           4.52	          324.5	        320.103	         200.75	           18.0
       1440.200	         1713.5	       1.029508	           86.1	           1650	          347.0	           3.81	          324.5	        320.203	         192.80	           17.9
       1440.300	         1714.2	       1.052961	           85.9	           1810	          349.5	           2.94	          325.1	        320.303	         187.52	           17.9
       1440.400	         1714.2	       1.026321	           85.9	           1620	          348.3	           1.69	          325.2	        320.403	         186.90	           17.9
       1440.500	         1714.2	       0.990121	           86.0	           1785	          348.6	           1.05	          325.2	        320.503	         186.70	           18.0
       1440.600	         1714.2	       0.988464	           86.0	           1610	          348.5	           0.26	          325.2	        320.603	         186.45	           17.9
       1440.700	         1714.2	       1.012428	           86.1	           1805	          348.9	           0.21	          325.2	        320.703	         186.50	           17.9
       1440.800	         1714.2	       0.998916	           86.1	           1614	          348.2	           0.17	          325.2	        320.803	         186.50	           17.9
       1440.900	         1714.2	       0.995475	           86.1	           1792	          351.4	           0.23	          325.2	        320.903	         186.60	           17.9
       1441.000	         1714.2	       1.006054	           86.1	           1625	          347.6	           0.12	          325.2	        321.003	         186.70	           17.9
       1441.100	         1714.2	       0.998661	           86.1	           1855	          350.0	           0.11	          325.2	        321.103	         186.75	           17.9
       1441.200	         1714.2	       1.002103	           86.1	           1733	          348.9	           0.04	          325.2	        321.203	         186.85	           17.9
       1441.300	         1714.2	       0.990886	           86.1	           1799	          348.5	           0.03	          325.2	        321.303	         186.85	           17.9
       1441.400	         1714.2	       0.995220	           86.1	           1692	          347.5	           0.03	          325.2	        321.403	         186.97	           17.9
       1441.500	         1714.2	       0.993308	           86.2	           1814	          347.2	           0.06	          325.2	        321.503	         186.95	           18.0
       1441.600	         1714.2	       0.994455	           86.2	           2021	          350.9	           0.23	          325.2	        321.603	         186.97	           18.0
       1441.700	         1714.3	       0.999044	           86.1	           1834	          352.0	           0.11	          325.3	        321.703	         186.97	           17.9
       1441.800	         1714.3	       0.995092	           86.1	           1953	          350.9	           0.16	          325.3	        321.803	         187.10	           18.0
       1441.900	         1714.3	       0.995475	           86.2	           1831	          349.4	           0.07	          325.3	        321.903	         187.10	           18.0
       1442.000	         1714.3	       0.995475	           86.2	           1823	          348.8	           0.06	          325.3	        322.003	         187.15	           18.0
       1442.100	         1714.4	       0.990759	           86.2	           1754	          349.7	           0.07	          325.4	        322.103	         187.10	           17.9
       1442.200	         1714.4	       1.005290	           86.2	           1901	          349.3	           0.14	          325.4	        322.203	         187.20	           18.0
       1442.300	         1714.4	       0.994073	           86.1	           1898	          349.3	           0.06	          325.4	        322.303	         187.10	           18.0
       1442.400	         1714.4	       1.010643	           86.1	           1817	          348.0	           0.14	          325.4	        322.403	         187.20	           18.0
       1442.500	         1714.5	       0.992925	           85.9	           1747	          348.6	           0.13	          325.5	        322.503	         187.20	           18.0
       1442.600	         1714.5	       1.004397	           85.9	           1926	          346.9	           0.13	          325.5	        322.603	         187.20	           18.0
       1442.700	         1714.5	       0.986680	           85.9	           1722	          348.1	           0.12	          325.5	        322.703	         187.20	           18.0
       1442.800	         1714.5	       1.002613	           85.9	           1972	          345.5	           0.08	          325.5	        322.803	         187.20	           17.9
       1442.900	         1714.5	       0.993435	           85.9	           1786	          345.9	           0.16	          325.5	        322.903	         187.15	           17.9
       1443.000	         1714.5	       1.009368	           85.9	           1721	          349.1	           0.12	          325.5	        323.003	         187.20	           17.9
       1443.100	         1714.5	       0.995092	           85.9	           1714	          349.1	           0.14	          325.5	        323.103	         187.15	           17.9
       1443.200	         1714.5	       1.014340	           85.9	           1673	          349.6	           0.13	          325.5	        323.203	         187.15	           17.9
       1443.300	         1714.5	       1.011025	           85.9	           1757	          347.8	           0.06	          325.5	        323.303	         187.20	           17.9
       1443.400	         1714.5	       0.994837	           85.9	           1775	          345.9	           0.05	          325.5	        323.403	         187.20	           17.9
       1443.500	         1714.6	       1.006182	           85.9	           2089	          348.5	           0.11	          325.6	        323.503	         187.30	           17.9
       1443.600	         1714.6	       0.992543	           85.9	           1752	          348.1	           0.17	          325.6	        323.603	         187.20	           17.9
       1443.700	         1714.6	       1.004270	           86.0	           2071	          348.2	           0.20	          325.6	        323.703	         187.15	           17.9
       1443.800	         1714.6	       0.988464	           86.0	           1730	          345.6	           0.08	          325.6	        323.803	         187.20	           18.0
       1443.900	         1714.6	       0.985915	           86.0	           2035	          346.6	           0.16	          325.6	        323.903	         187.20	           18.1
       1444.000	         1714.6	       0.994455	           86.0	           1734	          346.2	           0.08	          325.6	        324.003	         187.20	           18.1
       1444.100	         1714.6	       0.992161	           86.0	           1928	          348.7	           0.11	          325.6	        324.103	         187.30	           18.6
       1444.200	         1714.6	       1.004270	           86.0	           1809	          346.5	           0.03	          325.6	        324.203	         187.25	           18.6
       1444.300	         1714.6	       0.999044	           86.1	           1766	          346.6	           0.36	          325.6	        324.303	         187.20	           18.9
       1444.400	         1714.6	       1.001466	           86.1	           1798	          348.4	           0.06	          325.6	        324.403	         187.30	           18.9
       1444.500	         1714.6	       1.000446	           86.0	           1778	          348.3	           0.09	          325.6	        324.503	         187.25	           18.9
       1444.600	         1714.6	       1.003887	           86.0	           1839	          348.9	           0.25	          325.6	        324.603	         187.30	           20.4
       1444.700	         1714.6	       0.999809	           86.2	           3118	          348.1	           0.17	          325.6	        324.703	         187.20	           20.9
       1444.800	         1714.6	       1.005672	           86.2	           4108	          349.7	           0.22	          325.6	        324.803	         187.25	           23.5
       1444.900	         1714.6	       0.982983	           86.0	           5303	          349.8	           0.08	          325.6	        324.903	         187.40	           24.3
       1445.000	         1714.6	       1.001466	           86.0	           6137	          346.7	           0.26	          325.6	        325.003	         187.55	           25.6
       1445.100	         1714.6	       0.999044	           86.1	           6906	          350.3	           0.06	          325.6	        325.103	         187.57	           26.3
       1445.200	         1714.7	       0.995475	           86.1	           7785	          352.5	           0.38	          325.7	        325.203	         187.70	           29.9
       1445.300	         1714.8	       0.785667	           86.1	           7077	          350.1	           0.46	          325.8	        325.303	         189.75	           29.0
       1445.400	         1714.8	       0.769352	           86.1	           6773	          342.2	           1.30	          325.8	        325.403	         192.55	           37.1
       1445.500	         1714.9	       1.007074	           85.7	           6814	          350.6	           3.69	          325.9	        325.503	         194.63	           41.5
       1445.600	         1715.3	       0.601608	           85.6	           7217	          343.8	           5.82	          326.2	        325.603	         201.60	           37.4
       1445.700	         1715.3	       0.896944	           85.5	           7213	          342.3	           8.06	          326.3	        325.703	         206.88	           31.4
       1445.800	         1716.1	       0.841370	           85.5	           7064	          344.4	          10.99	          327.0	        325.803	         209.72	           30.6
       1445.900	         1716.1	       0.909053	           85.7	           6583	          351.5	          13.59	          327.1	        325.903	         209.90	           29.6
       1446.000	         1716.5	       0.871196	           85.7	           6097	          350.5	          15.24	          327.5	        326.003	         212.85	           30.5
       1446.100	         1717.3	       1.005417	           85.7	           5807	          349.0	          18.03	          328.2	        326.103	         214.40	           33.5
       1446.200	         1718.1	       0.958892	           85.7	           6300	          350.3	          20.23	          329.0	        326.203	         213.38	           44.3
       1446.300	         1718.5	       0.913515	           85.9	           7021	          346.5	          21.17	          329.5	        326.303	         213.25	           43.5
       1446.400	         1719.3	       0.854371	           85.9	           7641	          351.2	          23.32	          330.2	        326.403	         213.25	           40.9
       1446.500	         1720.0	       0.915044	           86.0	           8185	          348.0	          24.98	          330.9	        326.503	         213.20	           41.7
       1446.600	         1721.0	       0.959020	           86.0	           8751	          342.7	          27.07	          332.0	        326.603	         213.15	           44.1
       1446.700	         1721.8	       0.830280	           86.1	           9334	          347.2	          28.88	          332.8	        326.703	         212.78	           44.4
       1446.800	         1722.6	       0.947548	           86.1	           9750	          347.4	          30.98	          333.6	        326.803	         206.85	           47.1
       1446.900	         1723.4	       0.953921	           86.2	          10393	          344.1	          33.40	          334.4	        326.903	         204.68	           48.0
       1447.000	         1724.5	       0.906632	           86.2	          10909	          346.4	          35.36	          335.4	        327.003	         203.52	           51.4
       1447.100	         1725.2	       0.909691	           86.2	          11503	          345.6	          36.70	          336.1	        327.103	         201.90	           53.5
       1447.200	         1726.7	       0.910711	           86.2	          11881	          345.5	          38.69	          337.6	        327.203	         200.35	           53.2
       1447.300	         1727.6	       1.045696	           86.3	          11565	          343.3	          40.48	          338.5	        327.303	         199.40	           53.8
       1447.400	         1729.1	       0.787069	           86.3	          10988	          336.4	          42.73	          340.0	        327.403	         197.75	           71.5
       1447.500	         1730.5	       0.862911	           86.3	          10616	          342.3	          43.33	            0.1	          0.009	         196.38	           38.5
       1447.600	         1731.3	       0.827986	           86.3	          10130	          344.1	          45.56	            1.0	          0.109	         195.18	           57.1
       1447.700	         1732.7	       1.018164	           86.3	          10623	          342.8	          48.16	            2.3	          0.209	         191.10	           59.9
       1447.800	         1734.2	       0.996112	           86.3	          10995	          342.0	          49.65	            3.9	          0.309	         188.75	           59.5
       1447.900	         1735.7	       0.714924	           86.5	          11340	          343.2	          52.23	            5.3	          0.409	         186.05	           62.4
       1448.000	         1737.2	       1.018801	           86.5	          11671	          342.9	          54.31	            6.8	          0.509	         185.20	           56.6
       1448.100	         1738.8	       1.123705	           86.7	          12000	          343.7	          55.76	            8.4	          0.609	         186.72	           59.7
       1448.200	         1740.2	       1.172524	           86.7	          12303	          342.3	          56.89	            9.8	          0.709	         187.10	           59.0
       1448.300	         1741.8	       1.051432	           86.6	          12036	          342.3	          58.36	           11.4	          0.809	         186.60	           59.5
       1448.400	         1743.3	       0.704982	           86.6	          11173	          339.9	          59.79	           13.0	          0.909	         187.65	           71.0
       1448.500	         1745.4	       0.864313	           86.6	          10803	          344.6	          60.37	           15.1	          1.009	         189.60	           44.6
       1448.600	         1747.1	       0.617923	           86.6	          11184	          344.8	          63.11	           16.7	          1.109	         192.38	           64.3
       1448.700	         1747.9	       1.043274	           86.7	          11282	          344.1	          63.56	           17.6	          1.209	         193.25	           49.3
       1448.800	         1750.1	       0.866608	           86.7	          11529	          345.4	          64.35	           19.8	          1.309	         194.63	           57.0
       1448.900	         1752.3	       1.013575	           86.9	          11764	          345.5	          66.20	           22.0	          1.409	         194.75	           53.3
       1449.000	         1754.0	       0.817279	           86.9	          11846	          344.1	          67.00	           23.6	          1.509	         197.95	           53.5
       1449.100	         1756.2	       1.089034	           86.9	          11948	          348.0	          68.71	           25.9	          1.609	         199.23	           24.1
       1449.200	         1758.4	       0.928811	           86.9	          11237	          348.3	          68.92	           28.1	          1.709	         204.85	           19.0
       1449.300	         1759.4	       0.939135	           87.0	          10815	          351.3	          69.12	           29.0	          1.809	         216.50	           18.3
       1449.400	         1761.4	       1.144864	           87.0	          11005	          350.3	          67.82	           31.0	          1.909	         209.80	           21.4
       1449.500	         1763.6	       1.274368	           86.5	          10600	          352.6	          65.78	           33.2	          2.009	         199.05	           18.4
       1449.600	         1765.2	       1.282398	           86.4	          10852	          346.2	          64.11	           34.8	          2.109	         205.13	           25.9
       1449.700	         1767.2	       0.744624	           86.6	          10824	          346.5	          63.55	           36.8	          2.209	         203.80	           35.4
       1449.800	         1768.6	       0.928938	           86.6	          11274	          345.5	          63.10	           38.2	          2.309	         200.72	           53.6
       1449.900	         1770.0	       0.792168	           86.4	          11689	          345.0	          62.11	           39.6	          2.409	         198.32	           59.3
       1450.000	         1771.9	       1.348298	           86.4	          11131	          345.4	          63.10	           41.6	          2.509	         200.50	           41.1
       1450.100	         1774.0	       1.167553	           86.7	          11567	          343.2	          65.44	           43.6	          2.609	         192.57	           69.2
       1450.200	         1775.9	       1.373408	           86.7	          11574	          344.2	          65.32	           45.6	          2.709	         187.20	           49.8
       1450.300	         1778.0	       0.469427	           86.9	          11843	          343.6	          67.29	           47.6	          2.809	         186.40	           56.9
       1450.400	         1779.4	       0.809758	           86.9	          11898	          345.8	          68.17	           49.0	          2.909	         181.65	           44.9
       1450.500	         1781.3	       0.860744	           86.8	          12048	          344.8	          68.88	           50.9	          3.009	         176.95	           50.2
       1450.600	         1783.3	       0.933017	           86.8	          12099	          345.1	          69.66	           53.0	          3.109	         175.25	           42.4
       1450.700	         1785.4	       0.784393	           86.5	          12197	          344.1	          70.44	           55.0	          3.209	         176.32	           47.5
       1450.800	         1787.4	       0.940792	           86.5	          12290	          345.3	          70.58	           57.0	          3.309	         180.32	           47.2
       1450.900	         1788.8	       0.721298	           87.0	          12508	          343.2	          70.48	           58.4	          3.409	         179.02	           53.8
       1451.000	         1790.9	       0.869284	           87.0	          12516	          342.3	          71.22	           60.5	          3.509	         176.88	           55.0
       1451.100	         1792.9	       0.690451	           87.1	          11740	          341.8	          71.90	           62.6	          3.609	         181.10	           54.7
       1451.200	         1795.1	       0.890316	           87.1	          11505	          340.1	          72.43	           64.7	          3.709	         181.90	           55.3
       1451.300	         1797.8	       0.522962	           87.2	          10999	          343.9	          72.38	           67.4	          3.809	         178.02	           38.8
       1451.400	         1800.0	       1.010006	           87.2	          11439	          343.2	          74.38	           69.7	          3.909	         185.18	           55.8
       1451.500	         1801.0	       0.769862	           86.9	          11315	          345.4	          73.90	           70.6	          4.009	         186.93	           51.9
       1451.600	         1803.2	       1.275388	           86.9	          11424	          344.8	          75.37	           72.8	          4.109	         184.03	           47.1
       1451.700	         1805.5	       0.752399	           86.9	          11705	          343.2	          76.23	           75.2	          4.209	         184.07	           53.3
       1451.800	         1807.7	       1.366653	           86.9	          11563	          345.9	          77.06	           77.3	          4.309	         183.70	           36.9
       1451.900	         1810.1	       0.509706	           87.2	          11744	          344.9	          77.96	           79.7	          4.409	         184.23	           39.2
       1452.000	         1811.7	       1.400049	           87.2	          11283	          346.2	          78.53	           81.3	          4.509	         183.55	           19.5
       1452.100	         1814.0	       0.540170	           87.2	          10024	          351.4	          77.67	           83.6	          4.609	         186.93	           18.0
       1452.200	         1816.4	       1.589972	           87.2	           9851	          345.8	          76.82	           86.0	          4.709	         189.93	           17.9
       1452.300	         1818.5	       0.988464	           87.2	           9213	          346.1	          73.86	           88.2	          4.809	         197.75	           17.9
       1452.400	         1820.9	       1.322168	           87.2	           9345	          350.2	          71.48	           90.5	          4.909	         200.95	           18.0
       1452.500	         1822.7	       0.690833	           86.8	           9102	          348.4	          68.21	           92.4	          5.009	         226.97	           18.0
       1452.600	         1823.9	       1.102545	           86.8	           8733	          346.3	          66.29	           93.5	          5.109	         227.45	           18.0
       1452.700	         1825.7	       0.978394	           86.9	           8511	          349.7	          63.89	           95.3	          5.209	         216.90	           17.9
       1452.800	         1827.5	       1.218539	           86.9	           8323	          351.5	          60.98	           97.1	          5.309	         201.30	           17.9
       1452.900	         1829.6	       1.122048	           87.1	           8484	          349.3	          58.51	           99.3	          5.409	         155.32	           17.9
       1453.000	         1831.1	       0.679107	           87.1	           8209	          351.7	          55.75	          100.8	          5.509	         220.43	           17.9
       1453.100	         1832.5	       0.814729	           87.0	           7858	          345.5	          53.99	          102.2	          5.609	         232.30	           17.9
       1453.200	         1833.7	       0.966668	           87.0	           7850	          350.6	          52.29	          103.3	          5.709	         195.15	           17.9
       1453.300	         1835.1	       1.056021	           87.0	           8089	          344.1	          49.66	          104.7	          5.809	         165.80	           17.9
       1453.400	         1836.5	       0.968962	           87.0	           7988	          344.8	          48.58	          106.1	          5.909	         171.57	           18.3
       1453.500	         1837.9	       1.083043	           87.1	           8084	          349.9	          47.37	          107.6	          6.009	         170.05	           27.6
       1453.600	         1839.3	       0.883560	           87.1	           8462	          345.2	          46.71	          109.0	          6.109	         170.80	           29.3
       1453.700	         1840.3	       0.928046	           87.2	           8290	          344.9	          46.70	          109.9	          6.209	         172.25	           37.4
       1453.800	         1841.6	       0.914280	           87.2	           8230	          351.6	          47.31	          111.3	          6.309	         176.55	           28.2
       1453.900	         1843.3	       1.029380	           87.2	           8480	          349.4	          48.23	          112.9	          6.409	         175.57	           35.0
       1454.000	         1844.6	       0.884963	           87.2	           8457	          348.5	          48.38	          114.2	          6.509	         172.75	           29.8
       1454.100	         1846.4	       1.038685	           87.3	           8608	          344.8	          49.61	          116.0	          6.609	         160.45	           30.8
       1454.200	         1846.9	       0.999681	           87.3	           8612	          347.1	          49.88	          116.6	          6.709	         157.93	           23.0
       1454.300	         1848.5	       0.999809	           87.3	           8607	          350.3	          50.51	          118.1	          6.809	         169.63	           26.3
       1454.400	         1850.2	       1.009241	           87.3	           8507	          344.8	          50.46	          119.8	          6.909	         153.80	           21.8
       1454.500	         1851.5	       0.970747	           87.3	           8428	          350.4	          50.17	          121.1	          7.009	         154.57	           20.1
       1454.600	         1853.2	       0.930723	           87.3	           7624	          346.3	          50.08	          122.9	          7.109	         168.45	           25.4
       1454.700	         1854.6	       0.996494	           87.3	           8463	          346.0	          49.35	          124.2	          7.209	         168.32	           27.4
       1454.800	         1855.7	       1.054619	           87.3	           8960	          346.0	          48.80	          125.3	          7.309	         183.68	           31.9
       1454.900	         1857.1	       1.005035	           87.3	           8176	          350.8	          48.26	          126.7	          7.409	         153.93	           20.5
       1455.000	         1858.5	       0.977120	           87.3	           7815	          351.2	          49.35	          128.1	          7.509	         150.35	           35.4
       1455.100	         1859.9	       0.968962	           87.3	           8672	          346.8	          49.21	          129.6	          7.609	         155.18	           36.9
       1455.200	         1861.3	       0.929320	           87.3	           9049	          347.6	          48.64	          131.0	          7.709	         155.52	           30.7
       1455.300	         1862.4	       0.996240	           87.1	           8514	          344.2	          48.44	          132.1	          7.809	         158.00	           28.9
       1455.400	         1863.5	       1.098849	           87.1	           8869	          343.9	          49.60	          133.2	          7.909	         153.93	           34.5
       1455.500	         1865.3	       0.956598	           87.1	           8733	          349.1	          49.50	          134.9	          8.009	         159.60	           32.0
       1455.600	         1866.4	       1.166660	           87.1	           8566	          351.9	          50.19	          136.1	          8.109	         157.98	           26.0
       1455.700	         1868.0	       0.966413	           87.2	           8673	          346.9	          50.34	          137.6	          8.209	         163.77	           28.0
       1455.800	         1869.5	       1.031292	           87.2	           8570	          352.2	          50.61	          139.2	          8.309	         160.78	           27.9
       1455.900	         1870.4	       0.970237	           87.4	           8654	          348.8	          50.53	          140.0	          8.409	         174.30	           28.2
       1456.000	         1871.7	       0.892738	           87.4	           8633	          346.3	          50.44	          141.4	          8.509	         169.25	           26.6
       1456.100	         1873.7	       0.870049	           87.4	           8613	          345.2	          50.62	          143.4	          8.609	         166.30	           28.4
       1456.200	         1875.2	       0.876422	           87.4	           8749	          347.9	          50.82	          144.8	          8.709	         168.72	           26.3
       1456.300	         1876.6	       0.894395	           87.4	           8632	          345.3	          50.79	          146.2	          8.809	         155.85	           28.3
       1456.400	         1877.3	       1.126636	           87.4	           8792	          343.9	          51.33	          146.9	          8.909	         156.38	           22.3
       1456.500	         1879.2	       1.031547	           87.5	           8748	          346.1	          51.22	          148.8	          9.009	         156.88	           21.6
       1456.600	         1880.6	       0.940537	           87.5	           7677	          351.5	          50.76	          150.2	          9.109	         157.45	           23.5
       1456.700	         1881.9	       1.173416	           87.3	           8376	          349.1	          50.23	          151.6	          9.209	         166.53	           29.6
       1456.800	         1883.3	       1.149325	           87.3	           9037	          346.0	          48.45	          153.0	          9.309	         155.97	           24.0
       1456.900	         1884.7	       0.864441	           87.3	           8561	          350.1	          48.07	          154.3	          9.409	         162.90	           25.1
       1457.000	         1886.1	       0.954813	           87.3	           8235	          343.3	          48.15	          155.7	          9.509	         165.85	           27.7
       1457.100	         1887.6	       0.828878	           87.5	           8369	          346.3	          48.14	          157.2	          9.609	         165.70	           30.7
       1457.200	         1889.0	       0.981581	           87.5	           8417	          349.3	          48.53	          158.6	          9.709	         166.63	           31.8
       1457.300	         1890.6	       0.651447	           87.6	           8491	          346.5	          48.67	          160.2	          9.809	         171.72	           33.2
       1457.400	         1891.7	       1.117969	           87.6	           8458	          348.5	          48.93	          161.3	          9.909	         171.35	           28.0
       1457.500	         1892.5	       0.929320	           87.6	           8702	          345.5	          49.27	          162.1	         10.009	         170.38	           33.8
       1457.600	         1894.0	       0.923839	           87.6	           8586	          347.2	          49.64	          163.6	         10.109	         170.80	           31.1
       1457.700	         1895.8	       1.036901	           87.6	           8724	          346.8	          50.11	          165.5	         10.209	         171.22	           34.0
       1457.800	         1897.0	       0.912240	           87.6	           8826	          345.3	          50.11	          166.6	         10.309	         171.32	           28.0
       1457.900	         1898.7	       0.954431	           87.7	           8809	          348.1	          51.03	          168.4	         10.409	         175.75	           31.6
       1458.000	         1900.2	       1.248493	           87.7	           8852	          349.4	          50.84	          169.8	         10.509	         175.78	           29.5
       1458.100	         1901.3	       0.991523	           87.7	           8931	          346.2	          50.96	          171.0	         10.609	         175.20	           26.5
       1458.200	         1902.7	       0.995857	           87.7	           8865	          345.4	          51.68	          172.4	         10.709	         169.90	           27.1
       1458.300	         1904.5	       1.057550	           87.8	           8923	          346.2	          51.85	          174.2	         10.809	         168.85	           27.2
       1458.400	         1906.0	       0.898346	           87.8	           8854	          349.5	          51.51	          175.6	         10.909	         169.63	           25.2
       1458.500	         1907.8	       0.915809	           87.8	           8826	          345.0	          51.82	          177.4	         11.009	         172.65	           25.1
       1458.600	         1909.1	       0.893120	           87.8	           8864	          347.1	          51.63	          178.7	         11.109	         174.43	           27.9
       1458.700	         1910.2	       0.992543	           87.8	           8836	          346.2	          51.52	          179.8	         11.209	         170.18	           27.1
       1458.800	         1911.4	       1.272456	           87.8	           8826	          346.5	          51.65	          181.1	         11.309	         168.63	           25.6
       1458.900	         1913.2	       1.040342	           87.8	           8940	          345.1	          51.93	          182.8	         11.409	         161.88	           26.1
       1459.000	         1914.9	       0.789236	           87.8	           8846	          349.2	          51.91	          184.5	         11.509	         163.18	           31.7
       1459.100	         1916.6	       0.976228	           87.8	           8898	          346.1	          51.70	          186.2	         11.609	         171.28	           27.1
       1459.200	         1917.1	       0.983366	           87.8	           8891	          349.0	          51.65	          186.8	         11.709	         174.78	           30.2
       1459.300	         1918.7	       0.935566	           87.9	           8818	          346.8	          51.47	          188.3	         11.809	         161.93	           24.5
       1459.400	         1920.5	       0.924987	           87.9	           8837	          348.8	          51.91	          190.1	         11.909	         159.85	           23.6
