# BOSCH-DARAB extract file created 30.01.2026 19:59:50
#
# Data from source file "C:\Bosch\WinDarab\Data\DataFiles\FK07_10_12_2025 Outing 34 SCCA AutoX.bmsbin"
# where 0.000 <= xtime <= 4890.020
# 
xtime    [s]	xdist    [m]	az       [g]	Coolant_Temperature[°C]	Engine_Speed[rpm]	Fuel_Pressure[kPa]	gps_speed[km/h]	lapdist  [m]	laptime  [s]	str_whl_angle[°]	Throttle_Position[%]
       2036.800	         3415.3	       1.077945	           92.3	           6286	          348.9	          35.93	           98.5	          6.697	         185.40	           18.5
       2036.900	         3416.2	       0.986552	           92.5	           5467	          348.1	          36.34	           99.4	          6.797	         184.80	           18.4
       2037.000	         3417.6	       1.029890	           92.5	           5808	          350.6	          36.43	          100.7	          6.897	         182.78	           18.5
       2037.100	         3418.5	       1.002613	           92.5	           5786	          343.8	          34.65	          101.6	          6.997	         181.93	           18.1
       2037.200	         3419.7	       1.110193	           92.5	           5666	          345.9	          34.28	          102.9	          7.097	         180.82	           17.9
       2037.300	         3420.6	       0.976737	           92.6	           5494	          350.3	          33.53	          103.8	          7.197	         179.63	           18.4
       2037.400	         3421.1	       1.044804	           92.6	           5376	          348.3	          32.80	          104.2	          7.297	         176.88	           18.4
       2037.500	         3422.3	       1.024919	           92.6	           5287	          350.5	          32.14	          105.4	          7.397	         176.00	           18.1
       2037.600	         3423.2	       1.020203	           92.6	           5150	          348.9	          31.44	          106.3	          7.497	         176.05	           18.1
       2037.700	         3424.2	       0.924349	           92.7	           5003	          348.9	          30.46	          107.4	          7.597	         176.03	           18.9
       2037.800	         3425.1	       0.969599	           92.7	           4980	          347.1	          29.73	          108.3	          7.697	         176.28	           20.3
       2037.900	         3425.6	       1.024792	           92.7	           5608	          345.6	          29.31	          108.7	          7.797	         177.18	           21.6
       2038.000	         3426.4	       0.900258	           92.7	           4837	          346.1	          28.83	          109.5	          7.897	         181.00	           20.4
       2038.100	         3427.2	       1.010388	           92.6	           4760	          346.7	          29.79	          110.4	          7.997	         184.68	           18.9
       2038.200	         3428.3	       1.078072	           92.6	           5871	          344.6	          29.05	          111.4	          8.097	         187.45	           24.4
       2038.300	         3429.1	       0.959657	           92.5	           6342	          349.0	          27.18	          112.3	          8.197	         189.40	           21.5
       2038.400	         3430.0	       1.018801	           92.5	           5598	          349.5	          27.82	          113.2	          8.297	         189.80	           20.3
       2038.500	         3430.5	       0.896562	           92.6	           4819	          350.9	          28.22	          113.6	          8.397	         189.93	           18.8
       2038.600	         3431.5	       1.139255	           92.6	           5535	          346.7	          28.69	          114.6	          8.497	         190.18	           20.3
       2038.700	         3432.4	       1.002485	           92.6	           5975	          348.9	          26.47	          115.5	          8.597	         190.25	           20.1
       2038.800	         3433.2	       1.005290	           92.6	           5346	          349.6	          26.43	          116.4	          8.697	         190.25	           18.6
       2038.900	         3434.1	       0.928556	           92.7	           4726	          348.5	          26.37	          117.2	          8.797	         190.30	           18.8
       2039.000	         3434.1	       1.048628	           92.7	           4906	          350.0	          26.07	          117.3	          8.897	         190.25	           20.9
       2039.100	         3435.1	       1.081259	           92.7	           5893	          345.6	          25.42	          118.3	          8.997	         190.35	           24.0
       2039.200	         3436.0	       0.894777	           92.7	           5091	          348.9	          24.37	          119.1	          9.097	         190.20	           20.2
       2039.300	         3436.8	       0.878462	           92.6	           4267	          348.7	          25.65	          120.0	          9.197	         189.65	           20.6
       2039.400	         3437.6	       1.071954	           92.6	           5675	          350.1	          25.82	          120.8	          9.297	         189.50	           23.2
       2039.500	         3438.5	       1.007584	           92.5	           6321	          349.1	          24.57	          121.6	          9.397	         189.50	           21.4
       2039.600	         3438.9	       0.984895	           92.5	           7148	          352.4	          24.43	          122.1	          9.497	         188.02	           21.2
       2039.700	         3439.4	       1.029763	           92.5	           6498	          347.9	          23.12	          122.5	          9.597	         183.85	           18.3
       2039.800	         3440.4	       0.975590	           92.5	           5847	          350.2	          23.47	          123.5	          9.697	         180.15	           18.0
       2039.900	         3441.3	       1.006054	           92.5	           5907	          347.1	          23.00	          124.4	          9.797	         177.40	           18.3
       2040.000	         3441.7	       1.024919	           92.5	           5841	          347.8	          21.58	          124.9	          9.897	         175.68	           19.2
       2040.100	         3442.1	       1.037666	           92.6	           5505	          351.6	          20.80	          125.3	          9.997	         174.05	           19.1
       2040.200	         3442.9	       1.028106	           92.6	           5993	          344.3	          20.26	          126.1	         10.097	         172.30	           24.1
       2040.300	         3443.4	       0.999426	           92.7	           6331	          346.9	          19.64	          126.5	         10.197	         169.80	           22.5
       2040.400	         3444.2	       0.987317	           92.7	           5313	          349.3	          19.97	          127.3	         10.297	         169.13	           17.1
       2040.500	         3445.0	       0.925624	           92.7	           5217	          344.3	          21.03	          128.1	         10.397	         167.28	           22.3
       2040.600	         3445.4	       1.029890	           92.7	           5631	          347.9	          20.95	          128.6	         10.497	         167.05	           18.9
       2040.700	         3446.2	       1.047608	           92.7	           6073	          350.6	          20.51	          129.4	         10.597	         165.32	           20.3
       2040.800	         3446.7	       0.922820	           92.7	           5990	          347.7	          20.12	          129.8	         10.697	         164.70	           22.5
       2040.900	         3447.4	       0.962971	           92.7	           5534	          347.0	          20.27	          130.6	         10.797	         162.97	           19.3
       2041.000	         3448.3	       0.946911	           92.7	           5368	          345.6	          20.34	          131.4	         10.897	         162.20	           19.2
       2041.100	         3449.1	       1.069404	           92.8	           5698	          347.2	          20.49	          132.2	         10.997	         161.60	           21.2
       2041.200	         3449.2	       1.036264	           92.8	           5686	          349.6	          20.35	          132.3	         11.097	         161.60	           21.6
       2041.300	         3449.9	       0.958637	           92.7	           5960	          347.2	          18.97	          133.0	         11.197	         161.60	           21.6
       2041.400	         3450.3	       1.011153	           92.7	           5917	          346.6	          18.74	          133.5	         11.297	         161.30	           21.2
       2041.500	         3451.1	       0.941685	           92.7	           5108	          346.6	          18.50	          134.3	         11.397	         163.65	           18.2
       2041.600	         3451.9	       1.131607	           92.7	           5406	          348.2	          19.60	          135.1	         11.497	         163.52	           22.2
       2041.700	         3452.4	       1.039450	           92.7	           6160	          350.2	          19.46	          135.5	         11.597	         163.82	           27.4
       2041.800	         3453.0	       0.939773	           92.7	           6586	          348.3	          18.48	          136.2	         11.697	         161.80	           23.0
       2041.900	         3453.5	       0.990504	           92.7	           5309	          347.9	          19.13	          136.6	         11.797	         162.72	           17.1
       2042.000	         3454.1	       0.948440	           92.7	           4671	          346.7	          20.67	          137.3	         11.897	         162.90	           18.0
       2042.100	         3454.9	       0.937351	           92.7	           4088	          350.8	          20.70	          138.1	         11.997	         163.65	           18.0
       2042.200	         3455.7	       0.993945	           92.7	           3515	          348.2	          20.95	          138.9	         12.097	         164.00	           18.0
       2042.300	         3455.8	       1.056658	           92.6	           2953	          349.8	          21.48	          138.9	         12.197	         163.97	           18.0
       2042.400	         3456.4	       0.995857	           92.6	           2437	          348.0	          21.10	          139.5	         12.297	         164.18	           17.9
       2042.500	         3457.2	       1.018036	           92.6	           1833	          347.4	          21.05	          140.3	         12.397	         164.60	           17.9
       2042.600	         3457.8	       1.035754	           92.6	           1833	          347.3	          20.84	          141.0	         12.497	         164.10	           17.9
       2042.700	         3458.6	       1.149962	           92.6	           2058	          346.7	          20.75	          141.8	         12.597	         164.20	           17.9
       2042.800	         3459.3	       0.912113	           92.6	           1709	          346.5	          20.59	          142.5	         12.697	         164.10	           17.9
       2042.900	         3460.0	       0.942322	           92.6	           1743	          347.4	          20.42	          143.1	         12.797	         164.27	           17.9
       2043.000	         3460.0	       0.874001	           92.6	           1665	          347.4	          20.31	          143.2	         12.897	         164.20	           17.9
       2043.100	         3460.6	       1.061247	           92.7	           1824	          346.9	          20.01	          143.8	         12.997	         164.30	           17.9
       2043.200	         3461.3	       0.932125	           92.7	           1745	          346.5	          19.95	          144.5	         13.097	         164.22	           17.9
       2043.300	         3462.0	       1.015742	           92.6	           1888	          347.6	          19.88	          145.1	         13.197	         163.85	           17.9
       2043.400	         3462.7	       0.990504	           92.6	           1800	          348.2	          19.61	          145.8	         13.297	         163.10	           17.9
       2043.500	         3463.3	       0.956470	           92.5	           1952	          348.2	          19.54	          146.5	         13.397	         161.07	           17.9
       2043.600	         3463.4	       1.009241	           92.5	           1791	          346.9	          19.29	          146.5	         13.497	         160.10	           17.9
       2043.700	         3464.0	       1.054364	           92.5	           2031	          348.5	          19.00	          147.1	         13.597	         159.65	           18.0
       2043.800	         3464.7	       1.062776	           92.5	           1912	          350.7	          18.87	          147.8	         13.697	         158.95	           18.0
       2043.900	         3465.3	       0.847488	           92.5	           1739	          349.3	          18.27	          148.5	         13.797	         157.02	           18.0
       2044.000	         3465.5	       1.112743	           92.5	           1811	          346.4	          18.18	          148.6	         13.897	         156.95	           17.9
       2044.100	         3466.1	       0.942322	           92.5	           1903	          347.8	          18.25	          149.3	         13.997	         156.88	           17.9
       2044.200	         3466.9	       0.878207	           92.5	           1752	          350.0	          18.15	          150.0	         14.097	         156.22	           18.0
       2044.300	         3467.6	       1.077307	           92.5	           1940	          350.2	          17.91	          150.7	         14.197	         155.80	           18.0
       2044.400	         3468.0	       1.028361	           92.5	           1798	          349.2	          17.62	          151.2	         14.297	         154.43	           17.9
       2044.500	         3468.6	       1.014340	           92.6	           1867	          349.2	          17.51	          151.8	         14.397	         144.52	           18.0
       2044.600	         3469.4	       0.928938	           92.6	           1774	          349.2	          17.24	          152.6	         14.497	         137.82	           17.9
       2044.700	         3469.5	       0.967178	           92.5	           1880	          349.1	          17.06	          152.7	         14.597	         137.70	           17.9
       2044.800	         3470.2	       1.123959	           92.5	           1776	          349.1	          16.83	          153.4	         14.697	         137.65	           18.0
       2044.900	         3470.7	       0.906887	           92.5	           1750	          345.7	          16.80	          153.8	         14.797	         137.60	           18.0
       2045.000	         3471.5	       0.875658	           92.5	           1844	          346.5	          16.67	          154.6	         14.897	         137.65	           18.0
       2045.100	         3471.5	       0.949332	           92.5	           1899	          347.6	          16.51	          154.7	         14.997	         139.45	           18.0
       2045.200	         3472.2	       1.027086	           92.5	           1783	          349.7	          16.26	          155.4	         15.097	         139.60	           18.0
       2045.300	         3472.7	       0.994328	           92.5	           1934	          348.3	          15.97	          155.9	         15.197	         140.40	           17.9
       2045.400	         3473.1	       1.030910	           92.5	           1901	          349.8	          16.04	          156.3	         15.297	         145.82	           17.9
       2045.500	         3473.9	       0.952901	           92.4	           1877	          349.4	          15.85	          157.1	         15.397	         148.47	           17.9
       2045.600	         3474.4	       0.993690	           92.4	           1858	          349.9	          15.58	          157.5	         15.497	         152.55	           17.9
       2045.700	         3474.8	       0.987572	           92.4	           1887	          349.3	          15.35	          157.9	         15.597	         154.25	           17.9
       2045.800	         3475.2	       1.096809	           92.4	           1839	          347.2	          15.11	          158.4	         15.697	         154.35	           18.0
       2045.900	         3476.0	       0.940282	           92.5	           1984	          347.1	          15.12	          159.1	         15.797	         154.35	           17.9
       2046.000	         3476.4	       1.071571	           92.5	           1847	          347.2	          14.72	          159.6	         15.897	         153.90	           17.9
       2046.100	         3476.8	       0.938753	           92.5	           1662	          347.6	          14.33	          160.0	         15.997	         152.40	           17.9
       2046.200	         3476.9	       1.059845	           92.5	           1850	          347.6	          14.33	          160.1	         16.097	         152.40	           17.9
       2046.300	         3477.3	       1.026194	           92.4	           1739	          347.8	          14.41	          160.4	         16.197	         152.40	           18.0
       2046.400	         3477.7	       0.981199	           92.4	           1862	          347.9	          14.30	          160.9	         16.297	         152.45	           17.9
       2046.500	         3478.5	       0.977502	           92.4	           1768	          348.1	          13.98	          161.6	         16.397	         152.40	           17.9
       2046.600	         3478.9	       1.017144	           92.4	           1880	          350.2	          14.19	          162.1	         16.497	         152.40	           17.9
       2046.700	         3479.4	       0.996622	           92.4	           1744	          349.9	          13.90	          162.5	         16.597	         152.50	           17.9
       2046.800	         3479.8	       0.980689	           92.4	           1981	          350.7	          13.89	          162.9	         16.697	         152.53	           17.9
       2046.900	         3480.2	       1.035244	           92.4	           1864	          349.9	          14.10	          163.4	         16.797	         152.53	           17.9
       2047.000	         3480.6	       0.944106	           92.4	           1780	          349.4	          13.17	          163.8	         16.897	         152.55	           17.9
       2047.100	         3481.4	       1.060227	           92.4	           1813	          348.3	          13.92	          164.5	         16.997	         153.43	           17.9
       2047.200	         3481.5	       0.946911	           92.4	           1794	          345.8	          12.58	          164.6	         17.097	         154.00	           17.9
       2047.300	         3481.8	       1.042254	           92.5	           1841	          348.8	          12.50	          165.0	         17.197	         154.20	           17.9
       2047.400	         3482.3	       0.983111	           92.5	           1778	          346.1	          13.43	          165.4	         17.297	         156.22	           17.9
       2047.500	         3482.7	       0.993690	           92.5	           1909	          347.2	          12.86	          165.9	         17.397	         159.73	           17.9
       2047.600	         3483.1	       0.994837	           92.5	           1782	          350.2	          12.91	          166.3	         17.497	         163.25	           17.9
       2047.700	         3483.2	       0.996622	           92.4	           1903	          346.9	          12.79	          166.3	         17.597	         164.02	           18.0
       2047.800	         3483.5	       1.068130	           92.4	           1919	          351.8	          12.79	          166.7	         17.697	         163.80	           18.0
       2047.900	         3484.3	       1.024154	           92.5	           1806	          350.7	          12.70	          167.5	         17.797	         157.15	           18.0
       2048.000	         3484.8	       1.037666	           92.5	           1814	          349.8	          12.55	          167.9	         17.897	         150.98	           17.9
       2048.100	         3485.2	       0.967050	           92.6	           1898	          345.6	          12.84	          168.4	         17.997	         150.55	           18.0
       2048.200	         3485.3	       1.082916	           92.6	           1704	          347.3	          11.65	          168.4	         18.097	         150.60	           17.9
       2048.300	         3485.6	       0.999299	           92.6	           1793	          348.6	          10.88	          168.8	         18.197	         150.38	           18.0
       2048.400	         3485.7	       1.049010	           92.6	           1799	          348.2	          11.49	          168.8	         18.297	         150.35	           17.9
       2048.500	         3486.4	       0.974316	           92.6	           1975	          347.6	           9.90	          169.5	         18.397	         150.35	           17.9
       2048.600	         3486.8	       0.972531	           92.6	           1863	          349.8	          10.19	          170.0	         18.497	         150.35	           17.9
       2048.700	         3487.0	       0.995092	           92.5	           1775	          350.0	           8.85	          170.1	         18.597	         150.98	           17.9
       2048.800	         3487.4	       0.995857	           92.5	           1854	          345.4	           9.42	          170.5	         18.697	         155.82	           17.9
       2048.900	         3487.4	       1.021605	           92.7	           1789	          348.3	           9.39	          170.6	         18.797	         163.40	           18.0
       2049.000	         3488.1	       1.025684	           92.7	           1768	          346.5	           9.69	          171.3	         18.897	         169.38	           18.0
       2049.100	         3488.3	       0.983111	           92.7	           1801	          349.2	           8.64	          171.5	         18.997	         174.05	           17.9
       2049.200	         3488.7	       0.991523	           92.7	           1874	          346.7	           8.89	          171.8	         19.097	         177.70	           17.9
       2049.300	         3488.7	       0.992543	           92.6	           1777	          347.7	           8.98	          171.9	         19.197	         180.38	           17.9
       2049.400	         3489.4	       1.041872	           92.6	           1881	          347.8	           8.59	          172.6	         19.297	         185.18	           17.9
       2049.500	         3489.5	       1.037283	           92.7	           1755	          348.1	           8.73	          172.7	         19.397	         187.68	           17.9
       2049.600	         3489.5	       1.008986	           92.7	           1795	          345.6	           7.98	          172.7	         19.497	         187.85	           17.9
       2049.700	         3489.9	       1.003250	           92.8	           1975	          349.7	           7.20	          173.1	         19.597	         188.02	           17.9
       2049.800	         3490.0	       1.045823	           92.8	           1794	          349.7	           6.67	          173.1	         19.697	         188.60	           17.9
       2049.900	         3490.3	       1.012555	           92.8	           1907	          346.8	           6.40	          173.5	         19.797	         189.10	           17.9
       2050.000	         3491.0	       1.023899	           92.8	           1772	          347.3	           6.08	          174.1	         19.897	         190.30	           17.9
       2050.100	         3491.1	       1.033714	           92.7	           1834	          346.9	           5.40	          174.3	         19.997	         191.00	           17.9
       2050.200	         3491.1	       1.020203	           92.7	           1896	          346.6	           4.60	          174.3	         20.097	         191.00	           17.9
       2050.300	         3491.1	       1.024792	           92.7	           2013	          347.1	           3.55	          174.3	         20.197	         191.00	           17.9
       2050.400	         3491.5	       1.012428	           92.7	           1766	          348.2	           3.09	          174.7	         20.297	         191.03	           17.9
       2050.500	         3491.6	       1.024537	           92.7	           1856	          346.4	           2.01	          174.7	         20.397	         191.00	           17.9
       2050.600	         3491.6	       1.034861	           92.7	           1847	          347.8	           1.86	          174.7	         20.497	         190.95	           17.9
       2050.700	         3491.6	       1.004652	           92.7	           1835	          348.9	           0.93	          174.7	         20.597	         190.90	           17.9
       2050.800	         3491.6	       0.995730	           92.7	           1781	          346.0	           0.30	          174.8	         20.697	         190.45	           17.9
       2050.900	         3491.7	       1.000318	           92.8	           1832	          350.2	           0.14	          174.8	         20.797	         190.48	           17.9
       2051.000	         3491.7	       1.002103	           92.8	           1760	          348.1	           0.09	          174.8	         20.897	         190.50	           18.0
       2051.100	         3491.7	       1.000701	           92.7	           1733	          348.1	           0.10	          174.8	         20.997	         190.50	           18.0
       2051.200	         3491.7	       0.994328	           92.7	           1665	          349.5	           0.18	          174.8	         21.097	         190.40	           18.0
       2051.300	         3491.7	       1.013192	           92.6	           1818	          350.5	           0.09	          174.8	         21.197	         190.50	           17.9
       2051.400	         3491.7	       1.000318	           92.6	           1684	          347.7	           0.07	          174.8	         21.297	         190.50	           17.9
       2051.500	         3491.8	       0.995092	           92.6	           1747	          346.5	           0.08	          174.9	         21.397	         190.45	           17.9
       2051.600	         3491.8	       1.001848	           92.6	           1928	          348.1	           0.10	          174.9	         21.497	         190.45	           18.0
       2051.700	         3491.8	       1.006692	           92.7	           1685	          348.2	           0.06	          174.9	         21.597	         190.50	           18.0
       2051.800	         3492.1	       0.987572	           92.7	           1785	          347.1	           0.14	          175.3	         21.697	         190.50	           17.9
       2051.900	         3492.2	       0.997514	           92.7	           1985	          347.5	           0.13	          175.4	         21.797	         190.50	           17.9
       2052.000	         3492.2	       0.986935	           92.7	           1836	          349.7	           0.07	          175.4	         21.897	         190.50	           17.9
       2052.100	         3492.2	       1.008986	           92.8	           2067	          350.2	           0.15	          175.4	         21.997	         190.50	           18.0
       2052.200	         3492.3	       1.010771	           92.8	           1712	          350.3	           0.18	          175.4	         22.097	         190.50	           18.0
       2052.300	         3492.3	       0.997514	           92.8	           1843	          350.5	           0.17	          175.5	         22.197	         190.45	           18.0
       2052.400	         3492.4	       0.986297	           92.8	           1788	          349.1	           0.10	          175.5	         22.297	         190.45	           17.9
       2052.500	         3492.4	       0.981199	           92.8	           1876	          349.2	           0.18	          175.6	         22.397	         190.45	           17.9
       2052.600	         3492.4	       1.001083	           92.8	           1814	          350.0	           0.05	          175.6	         22.497	         190.40	           18.0
       2052.700	         3492.4	       1.001593	           92.8	           1879	          350.0	           0.05	          175.6	         22.597	         190.45	           17.9
       2052.800	         3492.5	       0.999299	           92.8	           1829	          349.6	           0.13	          175.6	         22.697	         190.45	           18.0
       2052.900	         3492.5	       0.998279	           92.9	           1732	          347.5	           0.06	          175.7	         22.797	         190.50	           17.9
       2053.000	         3492.5	       1.001083	           92.9	           1806	          348.0	           0.08	          175.7	         22.897	         190.45	           17.9
       2053.100	         3492.5	       1.005417	           92.9	           1792	          346.3	           0.11	          175.7	         22.997	         190.50	           17.9
       2053.200	         3492.5	       0.971129	           92.9	           1574	          349.7	           0.18	          175.7	         23.097	         190.50	           18.0
       2053.300	         3492.6	       0.960294	           92.9	           1765	          348.9	           0.10	          175.7	         23.197	         190.45	           17.9
       2053.400	         3492.6	       1.009623	           92.9	           1614	          349.1	           0.15	          175.8	         23.297	         190.45	           18.0
       2053.500	         3492.6	       1.021987	           92.9	           1815	          350.1	           0.20	          175.8	         23.397	         190.45	           17.9
       2053.600	         3492.7	       1.002103	           92.9	           1607	          350.7	           0.10	          175.8	         23.497	         190.40	           17.9
       2053.700	         3492.7	       1.006182	           92.9	           1735	          350.0	           0.02	          175.9	         23.597	         190.50	           17.9
       2053.800	         3492.7	       0.995092	           92.9	           2025	          350.6	           0.07	          175.9	         23.697	         190.50	           17.9
       2053.900	         3492.8	       1.020968	           93.0	           1710	          347.5	           0.08	          175.9	         23.797	         190.50	           17.9
       2054.000	         3492.8	       1.000701	           93.0	           1792	          347.0	           0.14	          176.0	         23.897	         190.45	           17.9
       2054.100	         3493.4	       0.998916	           92.9	           1732	          346.6	           0.06	          176.5	         23.997	         190.50	           17.9
       2054.200	         3493.5	       0.993435	           92.9	           1802	          348.1	           0.02	          176.7	         24.097	         190.40	           18.0
       2054.300	         3493.6	       0.992925	           92.9	           1906	          345.3	           0.03	          176.7	         24.197	         190.50	           17.9
       2054.400	         3493.6	       1.001211	           92.9	           1724	          347.3	           0.10	          176.7	         24.297	         190.45	           17.9
       2054.500	         3493.6	       0.986170	           92.9	           1789	          350.2	           0.10	          176.8	         24.397	         190.50	           17.9
       2054.600	         3493.7	       1.004270	           92.9	           1601	          348.9	           0.09	          176.8	         24.497	         190.50	           17.9
       2054.700	         3493.7	       1.000446	           92.9	           1748	          349.7	           0.12	          176.8	         24.597	         190.50	           17.9
       2054.800	         3493.7	       0.994710	           92.9	           1798	          350.2	           0.15	          176.8	         24.697	         190.45	           17.9
       2054.900	         3493.7	       0.998406	           92.9	           1954	          349.6	           0.13	          176.8	         24.797	         190.40	           18.0
       2055.000	         3493.7	       0.993308	           92.9	           1603	          347.9	           0.07	          176.9	         24.897	         190.50	           17.9
       2055.100	         3493.8	       1.020585	           92.9	           1881	          349.0	           0.04	          176.9	         24.997	         190.50	           17.9
       2055.200	         3493.8	       0.984768	           92.9	           1674	          348.0	           0.07	          176.9	         25.097	         190.50	           17.9
       2055.300	         3493.8	       1.001466	           92.9	           1858	          351.4	           0.09	          176.9	         25.197	         190.45	           17.9
       2055.400	         3493.8	       1.004270	           92.9	           1969	          350.7	           0.10	          176.9	         25.297	         190.50	           17.9
       2055.500	         3493.8	       0.996494	           92.9	           1842	          346.8	           0.08	          176.9	         25.397	         190.45	           17.9
       2055.600	         3493.8	       1.006692	           92.9	           1730	          348.7	           0.08	          177.0	         25.497	         190.45	           17.9
       2055.700	         3494.2	       0.989102	           92.9	           1870	          350.9	           0.07	          177.4	         25.597	         190.50	           17.9
       2055.800	         3494.3	       0.998406	           92.9	           1793	          346.2	           0.09	          177.4	         25.697	         190.50	           17.9
       2055.900	         3494.3	       0.970364	           92.9	           1841	          348.8	           0.12	          177.4	         25.797	         190.45	           17.9
       2056.000	         3494.3	       1.019566	           92.8	           1714	          350.5	           0.09	          177.4	         25.897	         190.40	           17.9
       2056.100	         3494.3	       0.997642	           92.8	           1857	          348.2	           0.11	          177.4	         25.997	         190.45	           17.9
       2056.200	         3494.4	       0.991268	           92.8	           1732	          348.4	           0.16	          177.5	         26.097	         190.50	           17.9
       2056.300	         3494.4	       1.020713	           92.8	           1823	          350.2	           0.14	          177.5	         26.197	         190.40	           17.9
       2056.400	         3494.4	       1.007456	           92.8	           1671	          349.3	           0.14	          177.5	         26.297	         190.45	           17.9
       2056.500	         3494.4	       0.996494	           92.8	           1855	          348.6	           0.09	          177.5	         26.397	         190.50	           17.9
       2056.600	         3494.4	       0.980179	           92.9	           1706	          347.4	           0.08	          177.5	         26.497	         190.45	           17.9
       2056.700	         3494.4	       0.985787	           92.9	           1812	          348.5	           0.20	          177.5	         26.597	         190.45	           17.9
       2056.800	         3494.5	       0.995092	           92.9	           1674	          346.8	           0.07	          177.6	         26.697	         190.50	           17.9
       2056.900	         3494.5	       0.999681	           92.9	           1962	          346.9	           0.05	          177.6	         26.797	         190.45	           17.9
       2057.000	         3494.5	       1.000064	           92.9	           1764	          346.5	           0.06	          177.6	         26.897	         190.45	           17.9
       2057.100	         3494.5	       1.000446	           92.9	           1942	          347.9	           0.14	          177.6	         26.997	         190.45	           17.9
       2057.200	         3494.5	       1.009368	           92.8	           1803	          348.3	           0.08	          177.6	         27.097	         190.40	           17.9
       2057.300	         3494.5	       0.991651	           92.8	           1847	          346.7	           0.14	          177.6	         27.197	         190.50	           17.9
       2057.400	         3494.6	       1.002995	           92.8	           1729	          348.8	           0.11	          177.7	         27.297	         190.48	           17.9
       2057.500	         3494.6	       1.002868	           92.8	           1839	          350.2	           0.16	          177.7	         27.397	         190.45	           17.9
       2057.600	         3494.6	       1.000701	           92.8	           1688	          349.5	           0.05	          177.7	         27.497	         190.40	           17.9
       2057.700	         3494.6	       0.998661	           92.8	           1786	          348.1	           0.06	          177.7	         27.597	         190.45	           17.9
       2057.800	         3494.6	       0.988337	           92.8	           1969	          346.2	           0.13	          177.7	         27.697	         190.45	           18.0
       2057.900	         3494.6	       1.002103	           92.8	           1749	          348.3	           0.17	          177.7	         27.797	         190.50	           17.9
       2058.000	         3494.6	       0.994328	           92.9	           1817	          345.7	           0.11	          177.7	         27.897	         190.48	           18.0
       2058.100	         3494.7	       1.005290	           92.9	           1818	          347.7	           0.07	          177.8	         27.997	         190.50	           18.0
       2058.200	         3494.7	       1.000064	           92.8	           1753	          349.8	           0.04	          177.8	         28.097	         190.35	           17.9
       2058.300	         3494.7	       0.994710	           92.8	           1843	          345.2	           0.14	          177.8	         28.197	         190.50	           17.9
       2058.400	         3494.7	       0.994455	           92.9	           1741	          348.1	           0.22	          177.8	         28.297	         190.45	           17.9
       2058.500	         3494.7	       0.992161	           92.9	           1813	          346.6	           0.17	          177.8	         28.397	         190.45	           17.9
       2058.600	         3494.8	       0.996240	           92.8	           1850	          346.6	           0.12	          177.9	         28.497	         190.40	           17.9
       2058.700	         3494.8	       0.976737	           92.8	           1856	          346.2	           0.23	          177.9	         28.597	         190.53	           17.9
       2058.800	         3494.8	       0.999809	           92.8	           1881	          346.7	           0.14	          177.9	         28.697	         190.45	           17.9
       2058.900	         3494.8	       0.986552	           92.8	           1870	          348.2	           0.13	          177.9	         28.797	         190.45	           17.9
       2059.000	         3494.9	       0.996240	           92.9	           1932	          350.0	           0.22	          178.0	         28.897	         190.50	           17.9
       2059.100	         3494.9	       1.004397	           92.9	           1797	          350.6	           0.31	          178.0	         28.997	         190.50	           17.9
       2059.200	         3494.9	       0.975208	           92.9	           1593	          348.1	           0.18	          178.0	         29.097	         190.45	           17.9
       2059.300	         3494.9	       0.996622	           92.9	           1745	          349.3	           0.04	          178.0	         29.197	         190.45	           18.0
       2059.400	         3494.9	       0.999299	           92.9	           1863	          351.4	           0.14	          178.0	         29.297	         190.53	           17.9
       2059.500	         3494.9	       0.997642	           92.8	           1845	          350.0	           0.21	          178.0	         29.397	         190.45	           17.9
       2059.600	         3495.0	       1.006054	           92.8	           1759	          348.5	           0.15	          178.1	         29.497	         190.45	           17.9
       2059.700	         3495.6	       0.995857	           92.8	           1824	          349.0	           0.10	          178.7	         29.597	         190.50	           17.9
       2059.800	         3495.7	       1.001593	           92.9	           1657	          350.2	           0.20	          178.8	         29.697	         190.50	           17.9
       2059.900	         3495.7	       1.005672	           92.9	           1920	          350.4	           0.13	          178.8	         29.797	         190.45	           17.9
       2060.000	         3495.7	       0.995220	           92.9	           1900	          349.1	           0.19	          178.8	         29.897	         190.45	           17.9
       2060.100	         3495.7	       1.001848	           92.9	           1717	          349.4	           0.25	          178.9	         29.997	         190.40	           17.9
       2060.200	         3495.8	       1.008476	           92.9	           1802	          349.4	           0.22	          178.9	         30.097	         190.45	           17.9
       2060.300	         3495.8	       1.001083	           92.9	           1912	          350.4	           0.18	          178.9	         30.197	         190.45	           17.9
       2060.400	         3495.8	       0.991651	           92.8	           1658	          350.1	           0.21	          178.9	         30.297	         190.40	           17.9
       2060.500	         3495.8	       0.982346	           92.8	           1894	          348.6	           0.49	          178.9	         30.397	         190.40	           17.9
       2060.600	         3495.8	       0.993945	           92.9	           1699	          349.0	           0.28	          178.9	         30.497	         190.50	           18.0
       2060.700	         3495.8	       0.979924	           92.9	           1843	          349.6	           0.08	          179.0	         30.597	         190.50	           17.9
       2060.800	         3495.8	       1.000064	           92.9	           1806	          348.5	           0.31	          179.0	         30.697	         190.45	           17.9
